"","Total.All.Revenue","Total.Donations","Total.Ticket.Revenue","X2004.Total.Cost","X2005.Total.Cost","X2006.Total.Cost","X2007.Total.Cost","X2008.Total.Cost","X2009.Total.Cost","X2010.Total.Cost","X2011.Total.Cost","X2012.Total.Cost","X2013.Total.Cost","X2014.Total.Cost","X2015.Total.Cost","X2004.Donation","X2005.Donation","X2006.Donation","X2007.Donation","X2008.Donation","X2009.Donation","X2010.Donation","X2011.Donation","X2012.Donation","X2013.Donation","X2014.Donation","X2015.Donation","KmeansClustering_3.cluster"
"25419",100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25420",29,0,29,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25421",274,0,274,0,0,0,0,0,0,0,0,0,60,100,114,0,0,0,0,0,0,0,0,0,0,0,0,3
"25422",312,0,312,0,0,0,0,0,0,0,0,0,192,120,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25423",205.5,0,205.5,0,0,0,0,0,0,0,0,0,160,0,45.5,0,0,0,0,0,0,0,0,0,0,0,0,3
"25424",1112,0,1112,0,0,0,0,0,0,0,0,0,240,395,477,0,0,0,0,0,0,0,0,0,0,0,0,3
"25425",102,0,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25426",69,0,69,0,0,0,0,0,0,0,0,0,40,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25427",90,0,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25428",201,0,201,0,0,0,0,0,0,0,0,0,56,74.5,70.5,0,0,0,0,0,0,0,0,0,0,0,0,3
"25429",100,0,100,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25430",102,0,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25432",28,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25435",134,0,134,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25436",21,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25437",32,0,32,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25438",60,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25439",103,0,103,0,0,0,0,0,0,0,0,0,46,0,57,0,0,0,0,0,0,0,0,0,0,0,0,3
"25444",174,0,174,0,0,0,0,0,0,0,0,0,90,84,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25445",74,0,74,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25447",97.5,0,97.5,0,0,0,0,0,0,0,0,0,97.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25449",179.5,0,179.5,0,0,0,0,0,0,0,0,0,179.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25452",26,0,26,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25453",98,0,98,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25457",8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25458",176,0,176,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25460",25,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3
"25464",163,0,163,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25467",55,0,55,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25469",1090,0,1090,0,0,0,0,0,0,0,0,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25470",103,0,103,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25471",684.83,0,684.83,403.83,0,0,0,0,123,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25472",86,0,86,0,0,0,0,0,0,0,0,0,28,29,29,0,0,0,0,0,0,0,0,0,0,0,0,3
"25473",56,0,56,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25474",32,0,32,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25475",172,0,172,0,0,0,0,0,0,0,0,0,70,0,102,0,0,0,0,0,0,0,0,0,0,0,0,3
"25477",88,0,88,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25478",1018,30,988,0,0,0,0,0,0,0,0,0,254,374,360,0,0,0,0,0,0,0,0,0,0,0,30,3
"25479",28,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25480",210,0,210,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25481",80,0,80,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25483",162,0,162,0,0,0,0,0,0,0,0,0,60,0,102,0,0,0,0,0,0,0,0,0,0,0,0,3
"25484",27,0,27,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25485",150,0,150,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25486",44,0,44,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25487",300,0,300,0,0,0,0,0,0,0,0,0,60,120,120,0,0,0,0,0,0,0,0,0,0,0,0,3
"25488",123,0,123,0,0,0,0,0,41,0,26,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25489",60,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25490",102,0,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25491",140,0,140,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25492",50,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25493",92,0,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25494",96,0,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25495",92,0,92,0,0,0,0,0,0,0,52,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25496",201,0,201,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25497",145,0,145,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25498",111,0,111,0,0,0,0,0,0,0,0,0,28,41.5,41.5,0,0,0,0,0,0,0,0,0,0,0,0,3
"25499",179,0,179,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
