"","Total.All.Revenue","Total.Donations","Total.Ticket.Revenue","X2004.Total.Cost","X2005.Total.Cost","X2006.Total.Cost","X2007.Total.Cost","X2008.Total.Cost","X2009.Total.Cost","X2010.Total.Cost","X2011.Total.Cost","X2004.Donation","X2005.Donation","X2006.Donation","X2007.Donation","X2008.Donation","X2009.Donation","X2010.Donation","X2011.Donation","X2012.New.Donation","X2013.New.Donation","X2014.New.Donation","X2015.New.Donation","X2012.New.Ticket.Revenue","X2013.New.Ticket.Revenue","X2014.New.Ticket.Revenue","X2015.New.Ticket.Revenue","KmeansClustering_4.cluster"
"6523",510.68,11,499.68,36,36.5,134.67,96.51,144,52,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3
"6530",2494.34,440,2054.34,0,95,329,278.34,0,0,240,324,0,25,0,25,0,25,80,80,80,0,200,375,92,0,1032,2190,1
"6538",4208.33,500,3708.33,264,259,334.33,320,357,328,258,234,0,100,0,0,0,0,0,0,100,100,400,500,158,302,1840,2170,2
"6578",272,50,222,0,0,70,0,152,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,3
"6592",2929.33,75,2854.33,93.33,205,149,318,249,474,156,264,0,0,0,0,0,25,0,50,0,0,0,0,270,270,1624,0,1
"6634",70,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,200,0,3
"6639",4308.99,2300,2008.99,239.33,0,326.66,164,542,182,461,94,200,100,125,125,150,150,200,250,250,250,1000,1250,0,0,0,0,2
"6655",139,55,84,0,0,0,0,0,0,0,0,0,25,15,15,0,0,0,0,0,0,0,0,84,0,0,0,3
"6689",506,50,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,456,0,0,3
"6698",727,665,62,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,165,0,2000,52,0,0,0,3
"6699",722,299,423,169,160,0,94,0,0,0,0,0,0,0,104,0,0,30,35,30,30,140,175,0,0,0,0,3
"6724",2758,1600,1158,0,0,0,306,270,196,0,206,0,0,100,250,0,250,0,300,275,250,400,375,180,0,0,0,1
"6742",1412,400,1012,0,0,82,0,86,0,0,0,0,0,0,0,0,0,0,100,100,100,0,500,0,340,984,1290,1
"6762",1228,30,1198,220,240,287,295,156,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,3
"6787",747,75,672,0,0,0,0,0,170,100,66,0,0,0,0,0,25,0,0,50,0,0,0,336,0,0,0,3
"6791",245,225,20,0,0,20,0,0,0,0,0,0,0,0,0,0,75,75,0,0,75,0,0,0,0,0,0,3
"6850",622,60,562,240,240,0,0,82,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"6894",3405,25,3380,768,384,560,576,316,328,328,120,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6908",703,25,678,0,240,0,0,228,210,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3
"6918",1824,900,924,204,108,112,150,122,138,90,0,200,100,100,100,100,100,0,0,100,100,0,0,0,0,0,0,3
"6941",2932,25,2907,198,512,0,156,409,583,217,0,0,0,0,0,0,0,0,0,25,0,0,0,452,0,1136,480,1
"6958",3330.87,553.87,2777,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,205,182.67,400,331,356,225,6408,2285,2
"7012",494,100,394,394,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"7016",1298,15,1283,0,56,280,303,316,328,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3
"7018",1943,241,1702,0,0,0,128,264,104,106,206,0,0,0,0,50,0,25,50,0,50,264,0,0,252,1120,1810,1
"7039",883,144,739,128,0,71,0,0,0,0,150,0,0,0,0,0,0,0,21,40,83,0,0,74,120,0,980,3
"7060",1606,275,1331,0,0,81,84,99,105,140,140,0,0,0,0,0,0,100,100,0,0,0,375,150,170,616,1040,1
"7061",1983,375,1608,0,0,0,86,0,0,0,312,0,0,0,0,0,0,0,0,0,100,700,500,208,338,1440,1520,1
"7112",441,27,414,0,0,66,0,0,168,180,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3
"7125",1378.99,1,1377.99,0,105.99,117,101,42,134,94,298,0,0,0,0,0,1,0,0,0,0,0,0,294,0,0,960,3
"7134",485,23,462,114,0,0,126,0,0,222,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3
"7148",5036,4000,1036,0,0,0,270,240,270,256,0,0,0,0,1500,1500,750,250,0,0,0,0,0,0,0,0,0,2
"7162",2092,75,2017,0,64,290,430,76,410,483.5,100,0,0,0,0,0,25,25,25,0,0,0,0,73.5,90,0,0,3
"7189",632,50,582,58,56,72,86,92,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,68,0,750,3
"7289",2510,835,1675,240,256,295,216,240,164,264,0,100,100,115,100,120,100,100,100,0,0,0,0,0,0,0,0,1
"7334",1980,225,1755,129,150,158,202,156,92,258,224,25,50,0,50,50,0,0,25,25,0,0,0,232,154,0,0,3
"7367",3583.5,150,3433.5,0,0,84,346,382.5,364,376,528,0,0,0,0,20,25,25,25,25,30,0,0,490,440,1692,0,1
"7390",5515.2,650,4865.2,512,389.2,858,880,243,351,369,369,100,100,0,100,125,125,100,0,0,0,0,0,264,0,1128,1740,2
"7418",3781,2500,1281,208,208,238,240,287,0,0,100,500,500,500,500,500,0,0,0,0,0,0,0,0,0,0,0,1
"7442",4176,55,4121,113,531,369,210,636,288,550,240,0,0,0,0,20,35,0,0,0,0,0,0,455,366,1452,0,1
"7507",369.5,50,319.5,0,0,0,13,0,41,70.5,0,0,0,0,0,0,0,0,0,0,50,0,0,131.5,26,150,0,3
"7532",198,50,148,0,54,94,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"7597",855.83,2,853.83,227.5,54.5,30.33,72.5,37,259,93,0,0,0,0,0,0,2,0,0,0,0,0,0,0,80,0,0,3
"7652",1000,750,250,250,0,0,0,0,0,0,0,0,0,250,250,250,0,0,0,0,0,0,0,0,0,0,0,3
"7655",4592,2615,1977,131,166,188,166,243,354,273,170,250,100,265,250,250,250,250,250,250,250,1000,0,90,90,424,0,2
"7711",379,5,374,0,0,0,39,0,80,82,0,0,0,0,0,0,5,0,0,0,0,0,0,74,0,396,0,3
"7734",288,125,163,0,0,0,0,0,0,143,0,0,0,0,0,10,10,20,25,20,40,0,0,20,0,0,0,3
"7754",2300,65,2235,0,0,216,0,228,164,246,246,0,0,0,0,0,0,25,0,0,40,0,0,252,256,1320,1485,1
"7780",2161.67,115,2046.67,477.33,520,420.33,579.01,50,0,0,0,0,0,15,100,0,0,0,0,0,0,0,0,0,0,0,0,3
"7819",170.67,1,169.67,0,54.67,0,0,0,52,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"7851",4104.36,50,4054.36,331.1,352.93,160.33,356,316,328,321,536,0,50,0,0,0,0,0,0,0,0,0,0,406,296,1328,1595,1
"7869",3259,100,3159,208,208,214,266,258,272,256,278,0,0,0,0,0,0,0,0,0,0,0,500,287,284,1232,1600,1
"7895",249,25,224,0,0,0,64,0,0,100,0,0,0,0,0,0,0,25,0,0,0,0,0,60,0,0,0,3
"7952",2159.67,725,1434.67,52,82,30.67,121,0,22,22,45,0,0,0,50,50,50,50,50,75,100,800,500,136,30,1580,2495,1
"7996",544.4,150,394.4,0,64,50.4,0,0,84,90,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,530,3
"8016",657,175,482,200,0,88,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,510,3
"8028",452,20,432,0,0,0,180,252,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3
"8054",2840.67,3,2837.67,275,0,104.67,254,276,342,340,0,0,0,0,0,0,3,0,0,0,0,0,0,276,296,1352,1680,1
"8057",2191.51,850,1341.51,72.67,36.5,40.5,228.34,186,71,56,145,0,0,0,0,250,0,0,100,100,0,200,1750,100,148,470,700,1
"8094",682.67,100,582.67,0,70,171,35.67,0,0,90,0,0,0,0,0,0,0,0,0,0,0,400,0,0,158,0,290,3
"8140",1193,250,943,0,0,58,0,0,240,222,231,0,0,0,0,0,0,0,0,250,0,0,0,192,0,0,0,3
"8146",200,4,196,0,0,0,0,0,196,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
"8187",2880.9,485,2395.9,0,0,71,120,138,148,233.5,354,0,0,0,0,0,0,0,50,0,30,1500,150,293,318,1249.6,2040,1
"8193",710,100,610,120,60,92,34,0,210,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,376,0,3
"8251",1641.67,1560,81.67,81.67,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,1
"8375",786,700,86,56,0,30,0,0,0,0,0,50,50,50,50,55,60,60,60,60,60,280,375,0,0,0,0,3
"8390",1982.33,30,1952.33,136,305.33,278,303,304,328,100,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,792,0,1
"8433",1322.67,2,1320.67,0,0,255.67,256,259,93,90,261,0,0,0,0,0,2,0,0,0,0,0,0,0,0,424,0,3
"8484",2005.33,125,1880.33,179.33,0,0,0,0,442,481,316,0,0,0,0,0,0,100,0,25,0,0,0,326,0,544,0,3
"8493",808,350,458,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,400,1250,214,0,240,0,3
"8520",1239,600,639,0,0,58,88,87,0,0,200,0,0,0,0,0,0,0,0,0,100,1000,1250,92,0,0,570,1
"8560",1532,50,1482,0,0,88,0,0,84,0,90,0,0,0,0,0,0,0,0,0,50,0,0,0,0,2300,3225,1
"8590",2012.67,30,1982.67,0,0,142,215.67,0,0,152,183,0,0,0,0,0,0,0,0,0,0,0,150,357,104,736,3225,1
"8617",1642.33,1,1641.33,0,27.33,60,215,180,181,37,290,0,0,0,0,0,1,0,0,0,0,0,0,118,84,984,1015,1
"8619",3109,800,2309,128,0,164,316,284,358,152,168,100,100,0,200,0,0,0,100,100,0,400,500,190,140,376,1575,1
"8623",3379.33,2,3377.33,0,104,193.33,581,654,439,784,622,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8632",2219.67,75,2144.67,104,242.67,112,150,130,288,242,259,0,0,0,0,0,25,25,25,0,0,0,0,142,178,344,1055,1
"8636",2168,13,2155,71,58,72,248,184,196,180,120,1,10,0,0,2,0,0,0,0,0,0,0,276,280,920,1200,1
"8637",1127.33,50,1077.33,272.33,281,358,0,166,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8691",417,20,397,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,572,1105,3
"8719",1182,162,1020,496,276,248,0,0,0,0,0,56,56,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8728",389,75,314,0,0,0,86,85,98,45,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,3
"8757",2562.01,2200,362.01,0,0,167.01,35,0,86,37,37,0,0,100,500,0,500,100,0,0,500,2000,0,0,0,0,0,1
"8768",996.67,800,196.67,196.67,0,0,0,0,0,0,0,250,300,0,250,0,0,0,0,0,0,0,0,0,0,0,0,3
"8817",1470,61,1409,0,0,0,0,0,168,363,364,0,0,0,0,0,0,0,31,0,30,0,0,0,514,0,0,3
"8818",1133,250,883,142.5,36.5,118,0,207,0,379,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,3
"8830",1950,100,1850,58,25,69,35,256,151,144,89,0,0,0,0,0,0,0,0,0,0,0,500,289,324,632,1260,1
"8868",5431,850,4581,235,364,218,392,332,270,300,84,0,0,0,100,125,125,0,0,0,0,1000,1250,527,573,2952,2740,2
"8984",1545,675,870,0,148,154,0,82,196,0,82,0,50,100,50,75,100,0,0,100,0,400,500,208,0,0,0,3
"9038",2898,25,2873,210,256,280,76,240,542,264,128,0,0,0,0,0,0,25,0,0,0,0,0,0,320,780,1810,1
"9050",197,165,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,0,0,3
"9069",2155,86,2069,45,0,264,234,0,0,152,214,0,0,0,0,0,0,0,0,0,27,116,150,322,272,984,1600,1
"9075",1844.5,1,1843.5,264,0,0,148,237,184,41,144,0,0,0,0,0,1,0,0,0,0,0,0,272,200,376,1297.5,1
"9084",1180,600,580,0,0,130,70,0,80,90,0,0,0,0,100,100,0,0,0,100,100,400,500,0,0,432,510,3
"9091",390,250,140,0,0,0,140,0,0,0,0,0,0,0,0,0,25,50,50,0,0,200,375,0,0,0,0,3
"9093",1910,835,1075,76,83,20,50,197,453,72,0,50,50,50,50,50,50,0,0,0,20,2060,0,0,99,0,125,1
"9117",816,75,741,0,150,0,84,172,83,96,88,0,0,75,0,0,0,0,0,0,0,0,0,0,68,0,0,3
"9161",777,150,627,0,0,96,158,43,116,51,86,0,50,0,0,100,0,0,0,0,0,0,0,0,0,192,145,3
"9163",3990,30,3960,136,240,560,266,240,260,268,280,0,0,0,0,0,0,0,0,0,0,0,150,428,350,1736,2490,2
"9223",923,25,898,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,125,92,106,2464,0,3
"9259",226,200,26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,3
"9341",3907,1100,2807,240,0,0,206,288,260,268,406,0,0,0,0,0,75,50,0,100,100,400,3375,443,185,812,1540,2
"9356",4062,50,4012,208,208,247,240,300,312,388,421,0,0,15,15,20,0,0,0,0,0,0,0,444,395,1694,2127.5,2
"9378",1789.34,15,1774.34,0,101.67,204.67,204,174,243,225,322,0,0,0,0,0,0,0,0,0,0,60,0,300,0,0,0,3
"9397",3083,1750,1333,240,256,280,288,269,0,0,0,0,500,500,250,250,250,0,0,0,0,0,0,0,0,0,0,1
"9402",778,1,777,58,0,82,256,144,144,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"9403",1315,15,1300,0,0,184,232,0,0,84,190,0,0,0,15,0,0,0,0,0,0,0,0,190,138,712,520,3
"9541",1254,1200,54,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,400,500,0,0,216,0,3
"9559",922.4,65,857.4,0,168.4,0,0,0,0,194,144,0,0,0,0,0,0,0,0,0,30,0,175,95,154,408,0,3
"9566",4385.6,4000,385.6,0,64,95.6,76,150,0,0,0,0,0,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,2
"9573",5272,4000,1272,0,0,286,362,110,75,112,0,250,250,250,500,500,500,500,250,250,250,1000,1250,64,146,164,380,2
"9578",1054,850,204,104,50,0,50,0,0,0,0,0,100,450,200,100,0,0,0,0,0,0,0,0,0,0,0,3
"9728",2349,520,1829,0,74,231,192,264,259,196,0,0,500,0,0,20,0,0,0,0,0,0,0,0,210,0,2015,1
"9731",1037,25,1012,0,0,52,240,300,312,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,540,3
"9758",1053,20,1033,0,0,132,131,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,116,1240,860,3
"9774",2731.83,391,2340.83,230.33,256.5,421.5,318.5,286,418,410,0,0,266,15,15,20,25,50,0,0,0,0,0,0,0,0,0,1
"9797",447,75,372,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,75,0,0,0,0,360,0,3
"9801",510.66,250,260.66,76,18.66,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,3
"9830",214,100,114,114,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"10002",1422.75,25,1397.75,62,72.75,0,0,0,0,212,597,0,0,0,0,0,0,0,0,25,0,0,0,454,0,0,0,3
"10018",952,125,827,0,0,0,72,88,0,50,380,0,0,0,0,0,0,0,0,0,25,0,500,70,60,240,235,3
"10020",1202.3,305,897.3,54.8,0,120,52,74,100,50,246,25,25,25,25,0,25,25,25,25,25,120,250,40,0,642,0,3
"10043",3769,34,3735,270,270,324,384,456,248,244,286,0,0,0,0,0,0,0,0,0,0,0,170,320,310,1384,1385,1
"10056",811,200,611,260,81,0,0,0,270,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"10065",487.4,125,362.4,0,111,117.4,0,0,89,0,45,50,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,3
"10075",504,140,364,208,0,0,0,156,0,0,0,0,0,0,0,20,0,0,0,0,30,160,250,0,0,0,0,3
"10078",233,135,98,0,0,0,0,0,0,0,0,0,0,0,0,25,35,35,0,40,0,0,0,98,0,0,0,3
"10091",5764,4250,1514,0,0,0,168,0,0,276,0,0,0,0,0,0,0,0,0,1000,2500,3000,0,740,330,0,0,2
"10123",880.15,150,730.15,0,0,147.4,0,94,156,10,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,955,420,3
"10159",1075,382,693,0,134,153,152,156,98,0,0,0,0,105,0,100,2,0,100,0,75,0,0,0,0,0,0,3
"10173",1307.4,1,1306.4,56,282,54.4,81,171,123,129,129,0,0,0,0,0,1,0,0,0,0,0,0,0,73,412,525,3
"10218",594,125,469,0,0,0,36,0,92,0,0,0,0,0,0,0,0,0,0,0,0,200,375,0,0,664,875,3
"10228",366,3,363,0,0,0,116,75,172,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
"10237",1264,60,1204,0,0,0,150,0,0,198,162,0,0,0,0,0,0,0,0,0,0,120,150,0,190,984,1290,1
"10265",2352,100,2252,30,0,0,410,402,311,229,185,0,0,0,0,0,0,0,0,0,100,0,0,195,157,812,650,1
"10303",678,450,228,0,0,0,76,0,0,84,0,0,0,0,0,0,350,0,100,0,0,0,0,0,0,0,340,3
"10320",377,100,277,0,0,0,93,67,0,117,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,3
"10350",3424,220,3204,0,0,0,0,410,336,414,314,0,0,0,65,70,0,25,0,0,0,120,150,442,490,1456,2170,1
"10376",1890,953,937,60,0,59,315,263,92,0,0,100,50,50,50,100,103,100,100,100,100,400,0,0,148,0,0,3
"10389",51,3,48,48,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"10475",690,50,640,122,114,120,132,152,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,3
"10499",2311,415,1896,134,110,248,279,282,234,316,293,50,50,50,15,50,50,125,25,0,0,0,0,0,0,0,0,1
"10502",173,4,169,0,0,0,0,0,41,0,0,0,0,0,0,0,4,0,0,0,0,0,0,56,72,0,0,3
"10515",1449,60,1389,70,74,72,88,293,246,0,94,0,0,0,0,0,30,30,0,0,0,0,0,264,60,240,340,3
"10565",2206,25,2181,62,70,140,0,222,415,532,222,0,0,0,0,0,0,0,25,0,0,0,0,424,94,0,0,3
"10590",1500,200,1300,0,74,82,168,166,124,200,208,0,0,0,0,0,0,0,100,100,0,0,0,92,0,744,0,3
"10607",1271.07,1,1270.07,0,504,254.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,208,270,0,170,3
"10622",2396,1550,846,0,0,0,58,48,0,0,0,0,0,0,0,0,0,0,0,0,1550,0,0,0,365,408,1365,1
"10637",1846,50,1796,105,0,0,0,126,136,140,210,0,0,0,0,0,0,0,0,0,0,200,0,347,213,792,1605,1
"10642",3123.33,250,2873.33,87.33,87,264,282,276,272,280,388,0,0,0,0,50,0,50,25,75,50,0,0,74,320,1140,1290,1
"10643",695.5,2,693.5,0,0,0,37,48,26,41,159,0,0,0,0,0,2,0,0,0,0,0,0,148,164,0,352.5,3
"10669",735,1,734,0,244,164,70,0,154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,510,3
"10676",110.5,25,85.5,0,0,0,37.5,0,48,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3
"10682",851,20,831,0,0,66,216,189,201,159,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3
"10726",2343,325,2018,0,0,0,81,252,0,141,450,0,0,0,0,0,0,0,75,100,150,0,0,350,320,1696,0,1
"10808",453,35,418,64,30,0,0,86,25,0,85,0,25,10,0,0,0,0,0,0,0,0,0,0,30,272,150,3
"10817",4073.8,70,4003.8,0,0,0,316.8,276,544,420,525,0,0,0,0,0,20,25,25,0,0,0,0,450,432,1848,2890,2
"10834",3022,100,2922,155,54,359,152,172,334,192,0,0,0,100,0,0,0,0,0,0,0,0,0,208,384,1440,2760,1
"10866",318,150,168,0,0,0,70,0,98,0,0,0,0,100,50,0,0,0,0,0,0,0,0,0,0,0,0,3
"10886",297.75,225,72.75,72.75,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,0,75,0,0,0,0,0,0,3
"10932",164.33,4,160.33,0,0,0,94.33,0,0,66,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
"10950",183.67,25,158.67,0,0,30.67,46,0,0,37,18,0,0,0,0,0,0,25,0,0,0,0,0,27,0,0,0,3
"10957",201,101,100,0,0,0,0,0,0,0,50,0,0,0,0,0,50,25,0,0,0,0,130,0,0,0,250,3
"11028",673,49,624,0,0,60,66,0,0,0,222,0,0,0,0,0,0,0,25,24,0,0,0,276,0,0,0,3
"11034",103.67,25,78.67,0,0,0,38.67,40,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3
"11111",3339.13,525,2814.13,151.33,64,60,180,144,272,336,340,0,0,0,0,0,50,50,50,75,100,400,500,326,310,1107.2,1770,1
"11118",190,5,185,185,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11125",5000,130,4870,0,0,180,410,351,346,420,307,0,0,0,0,0,0,0,0,0,30,200,250,265,861,3280,4550,2
"11160",690.33,125,565.33,0,0,76,127.33,0,84,0,0,0,0,0,0,0,0,0,0,0,0,400,125,0,92,0,930,3
"11177",544,300,244,36.5,9,20,48.5,0,0,0,0,0,100,25,25,25,25,25,25,25,0,100,0,0,0,520,0,3
"11198",1044,425,619,84,0,54,0,61,0,100,0,0,0,0,0,0,0,0,0,100,100,400,625,0,0,0,1600,3
"11201",130,100,30,0,0,30,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11273",1174,110,1064,0,64,54,322,0,100,50,222,15,10,10,25,10,5,0,25,10,0,0,0,252,0,0,0,3
"11293",540,2,538,0,0,0,140,205,193,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
"11311",1270,1200,70,30,0,0,0,0,40,0,0,0,100,100,125,125,125,125,0,100,100,400,1000,0,0,0,0,3
"11338",2178,30,2148,37,316,248,0,211,0,166,284,0,0,0,0,0,0,0,0,0,0,0,150,104,310,712,1470,1
"11345",487,150,337,0,0,60,80,0,80,117,0,0,0,0,0,0,0,50,50,50,0,0,0,0,0,0,0,3
"11461",2223,100,2123,114,114,252,144,158,200,200,200,0,0,0,50,50,0,0,0,0,0,0,0,210,201,880,550,1
"11562",3089,200,2889,60,0,2829,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,1
"11566",1587,101,1486,0,96,66,146,0,240,162,218,0,0,100,0,0,1,0,0,0,0,0,0,202,356,0,0,3
"11592",198.16,1,197.16,100.5,0,0,24.66,35,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"11599",931.33,100,831.33,0,0,0,211.33,228,98,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1470,3
"11601",2019.5,25,1994.5,289.5,0,88,138,0,168,150,50,25,0,0,0,0,0,0,0,0,0,0,0,238,330,1140,1290,1
"11634",886,600,286,76,0,80,70,0,0,0,0,100,100,100,100,100,0,50,50,0,0,0,0,0,0,240,0,3
"11641",1533,525,1008,0,0,108,132,180,192,198,198,0,0,0,100,200,100,25,100,0,0,0,0,0,0,0,0,3
"11691",2020,815,1205,60,32,0,70,42,134,90,145,0,0,0,0,0,100,100,150,0,265,800,0,115,130,536,1265,1
"11699",330,100,230,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,250,56,0,0,300,3
"11724",246,178,68,0,0,0,33,0,0,0,0,25,25,0,25,25,25,25,25,0,0,0,15,0,0,0,175,3
"11769",902,100,802,0,0,0,0,0,146,90,90,0,0,0,0,0,0,0,0,0,0,0,500,90,102,736,500,3
"11792",2219,1,2218,0,48,12,256,184,294,272,459,0,0,0,0,0,1,0,0,0,0,0,0,0,437,240,980,1
"11803",2979,2,2977,246,237,290,396,316,147,0,0,2,0,0,0,0,0,0,0,0,0,0,0,416,264,1248,1765,1
"11861",2594,650,1944,323,463,0,320,276,292,0,0,0,100,0,100,0,250,0,0,0,0,400,500,0,270,0,0,1
"11890",476,20,456,0,50,0,0,0,0,0,128,0,0,0,0,0,0,0,0,20,0,0,0,116,81,324,0,3
"11900",3707,175,3532,56,0,132,224,276,288,304,440,0,0,0,0,20,0,25,35,0,95,0,0,435,386,2428,1920,2
"11910",967.83,50,917.83,93.33,207,65,71,0,0,0,96,0,0,0,0,0,0,0,0,0,50,0,0,157.5,90,552,0,3
"11985",2906.33,50,2856.33,152,0,166,325.33,208,202,322,222,0,0,0,5,0,0,5,0,0,30,0,50,317,294,1288,1630,1
"12007",821.66,20,801.66,0,0,0,274,78,77,150,82,0,0,0,20,0,0,0,0,0,0,0,0,0,0,178.64,480,3
"12011",129,25,104,0,28,76,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12049",478,100,378,0,0,0,72,168,90,48,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,3
"12081",1027.4,100,927.4,0,0,0,173.4,0,80,0,184,0,0,0,0,0,0,0,0,100,0,0,0,0,490,0,0,3
"12195",172,100,72,0,0,0,72,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,3
"12206",2897,150,2747,70,74,170,288,178,196,391,264,0,0,0,0,0,0,0,30,30,30,120,150,270,270,1128,1470,1
"12207",2625,75,2550,132,148,114,240,292,304,344,260,0,15,0,15,15,15,15,0,0,0,0,0,168,166,1104,530,1
"12254",1885.21,10,1875.21,0,0,381.54,210.67,396,779,0,108,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3
"12304",5158,4000,1158,0,0,0,76,0,0,168,168,0,0,0,0,1000,0,0,0,0,1000,4000,5000,162,116,768,1380,2
"12325",2335,350,1985,114,208,126,324,312,0,0,0,50,50,100,100,0,0,0,0,0,50,0,0,0,0,1808,2245,1
"12337",1000,165,835,0,0,0,0,0,0,100,200,0,0,0,0,0,0,0,0,0,0,660,0,98,231,824,0,3
"12414",381.33,50,331.33,48,136.75,0,92.58,0,0,30,0,0,0,0,0,50,0,0,0,0,0,0,0,0,24,0,0,3
"12444",3405,240,3165,160,210,199,244,498,180,266,198,50,0,15,50,50,0,25,0,25,0,0,125,244,280,1320,1780,1
"12504",219,1,218,64,0,92.5,24.5,0,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"12515",1584,600,984,340,0,159,193,0,208,0,84,100,300,100,0,0,0,0,100,0,0,0,0,0,0,0,0,3
"12529",684,250,434,0,0,0,81,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,1250,0,253,116,0,3
"12579",314,50,264,264,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12658",95,1,94,0,0,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
